time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452450000	4.5789	18.8361	4.9287	3.79793	0.461056	radar	1.60089	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.40635	18.7055	4.87638	3.81972	0.460853	lidar	1.08679	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.23617	18.5617	4.78044	3.84094	0.455268	radar	1.15387	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.1187	18.4111	4.67216	3.87889	0.472789	lidar	1.56122	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.91885	18.2396	4.89579	3.90592	0.486447	radar	7.39652	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65066	18.0937	5.01769	3.89692	0.45002	lidar	2.74715	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49865	17.9439	4.86197	3.91621	0.441358	radar	3.48827	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26326	17.7747	4.9568	3.91901	0.419819	lidar	1.26217	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.07288	17.5918	5.0683	3.9416	0.426782	radar	2.16948	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90162	17.4728	4.99729	3.94694	0.411948	lidar	6.28578	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.74443	17.2588	5.11526	3.98577	0.437919	radar	2.71205	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.56881	17.0699	5.1228	4.0043	0.43436	lidar	0.0279379	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.41416	16.905	4.9426	4.01523	0.415541	radar	2.30962	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25342	16.7334	4.92695	4.03006	0.409822	lidar	0.530189	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.08352	16.5364	4.8835	4.0431	0.397159	radar	4.81608	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92453	16.3068	4.93927	4.06852	0.401736	lidar	2.20218	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.7795	16.1304	4.84155	4.08097	0.390276	radar	0.844464	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.57425	15.9613	4.89289	4.07261	0.36097	lidar	1.91095	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.43565	15.7306	5.03357	4.10487	0.381636	radar	1.98592	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.25985	15.5096	5.09379	4.11507	0.371494	lidar	0.712123	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.10711	15.3171	5.04385	4.12381	0.359116	radar	1.06584	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.890496	15.0939	5.15773	4.11689	0.331689	lidar	2.21611	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.757573	14.9155	5.00567	4.12517	0.318088	radar	2.66292	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.658367	14.7051	4.96038	4.15467	0.33271	lidar	0.40965	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.537384	14.4638	5.07605	4.18384	0.350089	radar	1.71005	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.360553	14.2383	5.14389	4.18423	0.331415	lidar	0.816045	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.221203	13.9846	5.32412	4.20769	0.345011	radar	2.34024	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.212805	13.7396	5.20294	4.26975	0.39313	lidar	4.1502	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.099506	13.4959	5.27991	4.29118	0.397642	radar	0.659699	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0656244	13.2593	5.33537	4.28826	0.372984	lidar	1.0579	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.179789	13.0435	5.20097	4.29649	0.357481	radar	1.41181	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.176729	12.8252	5.06629	4.35093	0.398023	lidar	3.84328	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.286837	12.6007	4.96363	4.35762	0.37976	radar	3.03442	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.404242	12.3664	4.9952	4.36399	0.36596	lidar	0.339556	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.516335	12.1587	4.92838	4.36593	0.346783	radar	3.54557	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.592549	11.9441	4.89742	4.38315	0.347208	lidar	0.477277	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.709048	11.7149	4.89991	4.38383	0.328	radar	2.80815	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.905219	11.4662	5.02061	4.35477	0.278047	lidar	4.82858	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.991749	11.2445	4.88532	4.36249	0.26587	radar	2.52801	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.17049	11.0152	4.96533	4.33698	0.223911	lidar	3.18505	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.2555	10.7688	5.07533	4.35589	0.236876	radar	1.2128	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.39113	10.5107	5.14883	4.35049	0.217788	lidar	1.1726	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.48666	10.2465	5.2446	4.36422	0.223385	radar	1.11548	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.5831	10.0368	5.19455	4.36819	0.216608	lidar	2.18637	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.66624	9.81059	5.11543	4.37616	0.211267	radar	0.633312	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.74112	9.59269	5.07077	4.38768	0.212898	lidar	0.780595	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.85768	9.33751	5.18134	4.38748	0.203885	radar	2.61734	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.94815	9.03961	5.27182	4.39912	0.204103	lidar	3.84996	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.0262	8.82185	5.13942	4.40307	0.193343	radar	2.04547	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.12577	8.56871	5.17288	4.4046	0.184391	lidar	0.210655	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.25582	8.31207	5.22263	4.39299	0.160741	radar	3.00246	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.30027	8.08318	5.15842	4.41386	0.175017	lidar	0.706736	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.3542	7.87695	5.04846	4.42614	0.17818	radar	5.39975	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.47306	7.62266	5.11283	4.41687	0.158341	lidar	0.974777	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.62559	7.38961	5.05138	4.38568	0.107925	radar	6.08132	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.73433	7.13177	5.10905	4.38141	0.0970723	lidar	0.524887	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.79592	6.90029	5.11153	4.39675	0.112253	radar	1.48854	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.83248	6.7003	4.99611	4.41551	0.127325	lidar	2.07083	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.88151	6.48883	4.83216	4.42228	0.120307	radar	3.37236	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.93958	6.25464	4.8262	4.43258	0.124787	lidar	0.109856	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.06237	6.00302	4.93401	4.41901	0.104528	radar	4.19863	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.15494	5.72151	5.03596	4.41885	0.0975435	lidar	2.04259	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.26202	5.47567	4.9961	4.40237	0.064962	radar	2.62133	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.36512	5.20854	5.07831	4.39707	0.0551837	lidar	0.878299	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.43614	4.96297	5.09823	4.4054	0.0638111	radar	0.110757	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.56089	4.67329	5.24062	4.39366	0.0472701	lidar	2.40863	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.67207	4.4188	5.21802	4.37572	0.0140682	radar	2.49715	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.81293	4.13693	5.35376	4.35915	-0.00406357	lidar	2.55955	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.89335	3.89823	5.33663	4.36696	0.0100659	radar	1.14731	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.9603	3.67275	5.25512	4.37338	0.0160208	lidar	0.732665	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.05536	3.47601	5.1256	4.35947	-0.00838049	radar	4.34867	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.14585	3.23208	5.1356	4.35878	-0.00863204	lidar	0.0105243	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.26636	2.97099	5.1996	4.34321	-0.0324173	radar	1.02901	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.3594	2.69155	5.27985	4.34577	-0.0280691	lidar	1.17529	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44667	2.44281	5.27824	4.34887	-0.0211959	radar	0.114305	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.55432	2.17229	5.34968	4.34652	-0.0216912	lidar	0.557208	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66345	1.93961	5.32852	4.32582	-0.0598329	radar	4.38862	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.7825	1.65736	5.433	4.32242	-0.0584907	lidar	1.26381	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.90743	1.4022	5.47889	4.30761	-0.0783635	radar	0.598652	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96126	1.18162	5.34484	4.31395	-0.0716174	lidar	5.17044	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05382	0.975049	5.23569	4.30865	-0.0735902	radar	1.1946	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11064	0.753712	5.14182	4.31416	-0.0672913	lidar	3.72293	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21023	0.443669	5.3309	4.31977	-0.0599929	radar	5.23108	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28349	0.20924	5.27545	4.32242	-0.0560565	lidar	1.4773	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.393	-0.0190755	5.21068	4.32068	-0.0467158	radar	5.83449	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46299	-0.250652	5.16385	4.32458	-0.0419201	lidar	1.47751	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58071	-0.424907	5.0661	4.30026	-0.0733202	radar	3.70699	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.71349	-0.603103	4.97914	4.27655	-0.0970278	lidar	2.54044	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.8284	-0.844538	5.12432	4.26139	-0.121067	radar	5.8636	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.92647	-1.12086	5.20683	4.26978	-0.102939	lidar	1.40665	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.01679	-1.39541	5.27474	4.27951	-0.0855344	radar	2.64183	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.15482	-1.60212	5.23135	4.25982	-0.103564	lidar	1.27436	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.29567	-1.85684	5.42525	4.24078	-0.130461	radar	3.74481	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.40488	-2.10936	5.43626	4.24127	-0.122464	lidar	0.276229	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.55333	-2.31152	5.35026	4.22024	-0.138143	radar	3.57896	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.7034	-2.51918	5.31574	4.1997	-0.154239	lidar	0.776834	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.85699	-2.73614	5.32311	4.18084	-0.168027	radar	1.32289	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.95324	-3.0047	5.36468	4.1942	-0.142677	lidar	1.88853	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.08143	-3.22602	5.29423	4.18825	-0.13896	radar	0.341202	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.20612	-3.41334	5.21658	4.173	-0.150537	lidar	1.61237	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.35264	-3.66562	5.27171	4.16972	-0.143894	radar	4.30345	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.50868	-3.79452	5.1259	4.13144	-0.182553	lidar	5.39743	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.65248	-4.00642	5.16311	4.1197	-0.18734	radar	0.540648	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.80896	-4.23443	5.19591	4.11085	-0.185905	lidar	0.483963	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.9598	-4.45414	5.20121	4.10261	-0.184086	radar	0.368111	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.12426	-4.69237	5.2536	4.09606	-0.179855	lidar	1.13509	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.26481	-4.88703	5.08813	4.08958	-0.172755	radar	2.22243	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.39805	-5.10054	5.08601	4.08779	-0.165161	lidar	0.2208	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.54511	-5.25888	4.93773	4.06927	-0.175357	radar	3.33145	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.73308	-5.45796	4.9759	4.04933	-0.187008	lidar	1.94822	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89386	-5.6532	4.97966	4.03794	-0.18908	radar	0.267139	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.04951	-5.83688	4.96511	4.02579	-0.192337	lidar	0.0782896	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.18904	-5.98508	4.82317	4.01073	-0.19799	radar	5.31546	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.35924	-6.08546	4.72219	3.97238	-0.231184	lidar	4.09509	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.53669	-6.26981	4.78842	3.95831	-0.234141	radar	1.21494	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.67909	-6.47664	4.80993	3.9634	-0.215311	lidar	0.609729	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.90019	-6.64539	4.95937	3.93213	-0.239241	radar	7.38364	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1045	-6.81424	4.98191	3.90957	-0.250523	lidar	0.80804	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2893	-6.97806	5.01665	3.89275	-0.255973	radar	0.894525	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5224	-7.16474	5.0908	3.87092	-0.264789	lidar	3.87282	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.726	-7.30932	5.088	3.8463	-0.277644	radar	1.86428	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9759	-7.47628	5.15547	3.81787	-0.292618	lidar	3.69824	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1614	-7.61558	5.05329	3.80121	-0.294904	radar	1.39468	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3129	-7.76468	4.98979	3.79862	-0.282464	lidar	2.97179	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5057	-7.89236	4.9382	3.7783	-0.289476	radar	1.76468	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6838	-7.99445	4.86682	3.75506	-0.299839	lidar	2.90283	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8719	-8.10857	4.73088	3.73447	-0.30603	radar	1.29359	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0841	-8.19847	4.71057	3.70128	-0.325562	lidar	0.744041	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3145	-8.33126	4.91369	3.68197	-0.328215	radar	2.99278	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5189	-8.41231	4.86443	3.65205	-0.343266	lidar	1.76463	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7178	-8.50244	4.72592	3.62756	-0.352034	radar	1.57798	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-12.9997	-8.59374	4.8124	3.5865	-0.37645	lidar	4.79227	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2508	-8.69802	4.93023	3.56223	-0.381232	radar	2.8689	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4736	-8.74496	4.88765	3.52478	-0.401375	lidar	2.02622	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6782	-8.79476	4.70225	3.49199	-0.417369	radar	3.67826	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9105	-8.89775	4.73476	3.47824	-0.409479	lidar	0.870124	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1697	-8.98785	4.93868	3.45985	-0.404465	radar	2.84831	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4002	-9.09448	4.94934	3.45289	-0.390191	lidar	0.543603	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6268	-9.16671	4.88641	3.43339	-0.391163	radar	0.35607	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9162	-9.16765	4.94143	3.37764	-0.429504	lidar	2.34892	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1772	-9.24004	4.98039	3.35949	-0.425788	radar	4.44235	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.45	-9.34902	5.05058	3.3564	-0.406051	lidar	5.08457	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.686	-9.38412	4.90687	3.32726	-0.418816	radar	2.09246	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9464	-9.46281	4.94954	3.31792	-0.406336	lidar	2.01961	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1928	-9.47886	4.89072	3.28523	-0.421199	radar	2.18932	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.443	-9.47222	4.89536	3.24745	-0.438916	lidar	0.648911	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6524	-9.48102	4.79476	3.22223	-0.443942	radar	4.95038	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9402	-9.46212	4.87343	3.18004	-0.464937	lidar	1.80057	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1965	-9.5162	4.96314	3.17801	-0.439727	radar	7.76983	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4602	-9.53003	4.99107	3.1576	-0.438053	lidar	0.482481	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7154	-9.52352	4.95018	3.1295	-0.446891	radar	1.68174	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9714	-9.48945	4.96705	3.09498	-0.459712	lidar	0.279957	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2099	-9.46003	4.89669	3.06347	-0.471548	radar	0.651381	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4069	-9.50089	4.80505	3.06846	-0.441468	lidar	1.86323	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.644	-9.48791	4.86309	3.0529	-0.431443	radar	1.77997	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8952	-9.47398	4.87761	3.03512	-0.427501	lidar	0.277023	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1254	-9.4362	4.90025	3.01278	-0.426205	radar	3.91451	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3755	-9.3169	4.93899	2.95647	-0.462937	lidar	3.18034	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6046	-9.24864	4.86063	2.92124	-0.479708	radar	1.19386	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8623	-9.12211	4.92734	2.86836	-0.510049	lidar	1.61859	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1002	-9.02219	4.94598	2.83056	-0.522904	radar	5.06755	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2591	-9.15197	4.69937	2.88746	-0.436	lidar	13.6703	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4992	-9.10927	4.7527	2.87623	-0.422453	radar	1.65762	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7234	-9.00973	4.76572	2.84109	-0.437037	lidar	0.734857	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9666	-8.93012	4.78391	2.81602	-0.441695	radar	2.54791	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1605	-8.86185	4.72209	2.79707	-0.438094	lidar	1.08086	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3935	-8.77768	4.71988	2.77307	-0.442342	radar	1.97096	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5813	-8.75249	4.621	2.7741	-0.417871	lidar	1.34665	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7652	-8.63099	4.48011	2.728	-0.452868	radar	6.06405	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9689	-8.54781	4.47261	2.70904	-0.449047	lidar	0.0379806	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1794	-8.44231	4.55073	2.68822	-0.442673	radar	2.17927	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4176	-8.33241	4.61655	2.66593	-0.443324	lidar	1.49873	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.605	-8.22593	4.55875	2.64012	-0.449649	radar	0.784399	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8607	-7.96716	4.79394	2.56604	-0.503816	lidar	6.80404	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0472	-7.82841	4.68614	2.52625	-0.530072	radar	3.79124	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2852	-7.63839	4.82203	2.48601	-0.544736	lidar	2.46648	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4868	-7.49101	4.8964	2.4688	-0.526796	radar	1.46849	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6514	-7.3508	4.83955	2.44429	-0.524702	lidar	0.675445	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8439	-7.18573	4.87949	2.41907	-0.521508	radar	0.847758	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9979	-7.1034	4.73094	2.41672	-0.497174	lidar	1.91459	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
